3.22886E+11;3.19834E+11;3.23863E+11;3.31415E+11;3.24912E+11;;3.24582E+11
3.09712E+11;3.16812E+11;3.128E+11;3.32331E+11;3.27755E+11;;3.19882E+11
3.07297E+11;3.24357E+11;3.05646E+11;3.2694E+11;3.19196E+11;;3.16687E+11
2.72366E+11;2.87472E+11;2.9901E+11;3.03771E+11;3.10855E+11;;2.94695E+11
2.94365E+11;2.85043E+11;2.96839E+11;2.99731E+11;3.0476E+11;;2.96148E+11
2.88081E+11;3.00124E+11;2.82153E+11;2.93957E+11;2.99846E+11;;2.92832E+11
2.75021E+11;2.75206E+11;2.69069E+11;2.62846E+11;2.8071E+11;;2.7257E+11
2.51843E+11;2.68402E+11;2.40886E+11;2.8801E+11;2.80677E+11;;2.65963E+11
2.49291E+11;2.63987E+11;2.5631E+11;2.53448E+11;2.81606E+11;;2.60929E+11
2.59751E+11;2.67357E+11;2.57465E+11;2.67286E+11;2.55703E+11;;2.61513E+11
2.42526E+11;2.4771E+11;2.45817E+11;2.51195E+11;2.40296E+11;;2.45509E+11
2.31573E+11;2.38923E+11;2.42188E+11;2.50106E+11;2.45779E+11;;2.41714E+11
2.25775E+11;2.37172E+11;2.33416E+11;2.51902E+11;2.39238E+11;;2.37501E+11
2.33796E+11;2.43736E+11;2.38108E+11;2.41455E+11;2.5107E+11;;2.41633E+11
2.28733E+11;2.05304E+11;2.21023E+11;2.43603E+11;2.26209E+11;;2.24974E+11
2.00854E+11;2.24296E+11;2.09135E+11;2.19703E+11;2.23834E+11;;2.15564E+11
2.22228E+11;2.14757E+11;2.13944E+11;2.17001E+11;2.24027E+11;;2.18391E+11
1.98762E+11;2.14785E+11;2.15566E+11;2.18326E+11;2.13545E+11;;2.12197E+11
1.97027E+11;2.08053E+11;2.08313E+11;2.10124E+11;2.12461E+11;;2.07195E+11
1.93048E+11;1.99996E+11;2.0944E+11;2.14243E+11;2.09562E+11;;2.05258E+11
2.02929E+11;1.86003E+11;1.96818E+11;1.98208E+11;1.98033E+11;;1.96398E+11
1.90322E+11;2.01777E+11;1.85066E+11;1.98803E+11;1.95959E+11;;1.94385E+11
1.85131E+11;1.87698E+11;1.93783E+11;1.94642E+11;1.91728E+11;;1.90596E+11
1.83409E+11;1.87841E+11;1.89191E+11;1.99504E+11;1.96997E+11;;1.91389E+11
1.80584E+11;1.87344E+11;1.82739E+11;1.84064E+11;1.77277E+11;;1.82402E+11
1.74537E+11;1.73091E+11;1.778E+11;1.87709E+11;1.80702E+11;;1.78768E+11
1.67559E+11;1.62377E+11;1.56228E+11;1.79476E+11;1.82534E+11;;1.69635E+11
1.66776E+11;1.66096E+11;1.69228E+11;1.74599E+11;1.57389E+11;;1.66817E+11
1.48127E+11;1.53781E+11;1.65077E+11;1.73983E+11;1.72952E+11;;1.62784E+11
1.58908E+11;1.4857E+11;1.65917E+11;1.62597E+11;1.59171E+11;;1.59033E+11
1.64182E+11;1.59476E+11;1.53835E+11;1.62973E+11;1.68706E+11;;1.61834E+11
1.57016E+11;1.52907E+11;1.43532E+11;1.59843E+11;1.60296E+11;;1.54719E+11
1.50005E+11;1.53858E+11;1.5424E+11;1.59948E+11;1.5234E+11;;1.54078E+11
1.51642E+11;1.48156E+11;1.54206E+11;1.54465E+11;1.49467E+11;;1.51587E+11
