3.25386E+11;3.26064E+11;3.27669E+11;3.2555E+11;3.15921E+11;;3.24118E+11
3.11348E+11;3.07681E+11;3.15293E+11;3.03821E+11;3.1091E+11;;3.09811E+11
3.07452E+11;3.04761E+11;3.01553E+11;2.96674E+11;3.07196E+11;;3.03527E+11
3.03614E+11;3.09006E+11;2.86586E+11;2.98393E+11;2.96971E+11;;2.98914E+11
2.94021E+11;2.99524E+11;2.9782E+11;2.91463E+11;3.08158E+11;;2.98197E+11
2.89928E+11;2.77801E+11;2.84388E+11;2.67327E+11;2.7329E+11;;2.78547E+11
2.80687E+11;2.73485E+11;2.76859E+11;2.63431E+11;2.79619E+11;;2.74816E+11
2.73518E+11;2.64096E+11;2.64664E+11;2.79817E+11;2.72635E+11;;2.70946E+11
2.66275E+11;2.60607E+11;2.62595E+11;2.40715E+11;2.59158E+11;;2.5787E+11
2.56429E+11;2.6258E+11;2.53675E+11;2.66235E+11;2.67881E+11;;2.6136E+11
2.45325E+11;2.47657E+11;2.53211E+11;2.51382E+11;2.60455E+11;;2.51606E+11
2.47475E+11;2.40448E+11;2.40911E+11;2.47306E+11;2.57993E+11;;2.46827E+11
2.48518E+11;2.2515E+11;2.20875E+11;2.43872E+11;2.448E+11;;2.36643E+11
2.41544E+11;2.45523E+11;2.42496E+11;2.39619E+11;2.43278E+11;;2.42492E+11
2.35087E+11;2.30838E+11;2.40953E+11;2.27436E+11;2.37137E+11;;2.3429E+11
2.31709E+11;2.06213E+11;2.20097E+11;2.18531E+11;2.2275E+11;;2.1986E+11
2.23173E+11;2.21987E+11;2.22633E+11;2.04713E+11;2.24568E+11;;2.19415E+11
2.12878E+11;2.0691E+11;2.09297E+11;1.93667E+11;2.10255E+11;;2.06601E+11
2.1104E+11;1.98063E+11;1.86846E+11;2.00386E+11;1.98772E+11;;1.99021E+11
2.01884E+11;1.99198E+11;2.07657E+11;2.02288E+11;1.98175E+11;;2.0184E+11
2.00856E+11;2.02736E+11;1.97234E+11;1.92766E+11;1.85977E+11;;1.95914E+11
1.99256E+11;1.97421E+11;1.95174E+11;1.94751E+11;1.90109E+11;;1.95342E+11
1.89539E+11;1.91082E+11;1.86042E+11;1.85306E+11;1.89342E+11;;1.88262E+11
1.97906E+11;1.8782E+11;1.86876E+11;1.82867E+11;1.89983E+11;;1.89091E+11
1.8791E+11;1.82063E+11;1.78353E+11;1.71243E+11;1.85425E+11;;1.80999E+11
1.72261E+11;1.79504E+11;1.76172E+11;1.71591E+11;1.75344E+11;;1.74974E+11
1.71846E+11;1.73021E+11;1.73089E+11;1.64883E+11;1.70339E+11;;1.70636E+11
1.68049E+11;1.58844E+11;1.668E+11;1.7101E+11;1.72265E+11;;1.67394E+11
1.73046E+11;1.58036E+11;1.73015E+11;1.61603E+11;1.68017E+11;;1.66743E+11
1.68999E+11;1.64274E+11;1.62111E+11;1.65101E+11;1.65198E+11;;1.65137E+11
1.67332E+11;1.61787E+11;1.53612E+11;1.54731E+11;1.55018E+11;;1.58496E+11
1.6172E+11;1.57089E+11;1.58201E+11;1.51929E+11;1.49616E+11;;1.55711E+11
1.56648E+11;1.43351E+11;1.41376E+11;1.49014E+11;1.4227E+11;;1.46532E+11
1.53837E+11;1.47434E+11;1.51143E+11;1.49928E+11;1.47195E+11;;1.49907E+11
1.47641E+11;1.44604E+11;1.40628E+11;1.39777E+11;1.50566E+11;;1.44643E+11
1.44779E+11;1.4049E+11;1.46314E+11;1.45194E+11;1.43147E+11;;1.43985E+11
1.37288E+11;1.40292E+11;1.42198E+11;1.38674E+11;1.29238E+11;;1.37538E+11
1.37447E+11;1.39212E+11;1.43155E+11;1.24218E+11;1.34616E+11;;1.35729E+11
1.33246E+11;1.31095E+11;1.41078E+11;1.35328E+11;1.34357E+11;;1.35021E+11
1.27693E+11;1.31669E+11;1.29274E+11;1.33417E+11;1.29811E+11;;1.30373E+11
1.30306E+11;1.26727E+11;1.26212E+11;1.29495E+11;1.29441E+11;;1.28436E+11
1.31395E+11;1.25384E+11;1.25717E+11;1.18062E+11;1.35035E+11;;1.27118E+11
1.31255E+11;1.23762E+11;1.24874E+11;1.24227E+11;1.28489E+11;;1.26521E+11
