3.14E+11;3.17E+11;3.19E+11;3.12E+11;3.32E+11;;3.35018E+11;3.3055E+11;3.14046E+11;3.35984E+11;3.17789E+11;;3.23E+11
3.05E+11;3.23E+11;3.09E+11;3.24E+11;3.26E+11;;3.13264E+11;3.00748E+11;3.11846E+11;3.23855E+11;3.31838E+11;;3.17E+11
3.08E+11;3.11E+11;3.00E+11;3.09E+11;3.19E+11;;3.13026E+11;2.88799E+11;2.94475E+11;3.21011E+11;3.02284E+11;;3.07E+11
3.15E+11;3.05E+11;3.07E+11;3.00E+11;2.88E+11;;2.85624E+11;2.91719E+11;2.92041E+11;3.07699E+11;3.24429E+11;;3.02E+11
3.03E+11;2.85E+11;2.74E+11;2.92E+11;2.86E+11;;2.84441E+11;2.96557E+11;3.10682E+11;2.7717E+11;3.1162E+11;;2.92E+11
3.04E+11;2.84E+11;2.48E+11;2.88E+11;2.83E+11;;2.6973E+11;2.82332E+11;2.88455E+11;2.98343E+11;2.84196E+11;;2.83E+11
2.87E+11;2.71E+11;2.79E+11;2.77E+11;2.73E+11;;2.49529E+11;2.81384E+11;2.74585E+11;2.77816E+11;2.809E+11;;2.75E+11
2.92E+11;2.76E+11;2.74E+11;2.60E+11;2.75E+11;;2.58512E+11;2.69256E+11;2.67354E+11;2.74564E+11;2.839E+11;;2.73E+11
2.76E+11;2.64E+11;2.63E+11;2.53E+11;2.58E+11;;2.59872E+11;2.54687E+11;2.51443E+11;2.72224E+11;2.59833E+11;;2.61E+11
2.49E+11;2.65E+11;2.61E+11;2.45E+11;2.48E+11;;2.40345E+11;2.61973E+11;2.56892E+11;2.60516E+11;2.49477E+11;;2.54E+11
2.48E+11;2.31E+11;2.34E+11;2.46E+11;2.48E+11;;2.61195E+11;2.53364E+11;2.46438E+11;2.49873E+11;2.48642E+11;;2.47E+11
2.27E+11;2.47E+11;2.49E+11;2.45E+11;2.54E+11;;2.38564E+11;2.40733E+11;2.38641E+11;2.47518E+11;2.53671E+11;;2.44E+11
2.39E+11;2.27E+11;2.27E+11;2.38E+11;2.54E+11;;2.36918E+11;2.46144E+11;2.35491E+11;2.41247E+11;2.38003E+11;;2.38E+11
2.29E+11;2.30E+11;2.32E+11;2.29E+11;2.31E+11;;2.21683E+11;2.27631E+11;2.19351E+11;2.36337E+11;2.25597E+11;;2.28E+11
2.34E+11;2.33E+11;2.20E+11;2.26E+11;2.29E+11;;2.24483E+11;2.29687E+11;2.33311E+11;2.42161E+11;2.29378E+11;;2.30E+11
2.18E+11;2.19E+11;2.20E+11;2.24E+11;2.27E+11;;2.1596E+11;2.24009E+11;2.17154E+11;2.1937E+11;2.18191E+11;;2.20E+11
2.26E+11;2.08E+11;2.20E+11;2.21E+11;2.19E+11;;2.07945E+11;2.18479E+11;2.17724E+11;2.22443E+11;2.20222E+11;;2.18E+11
2.22E+11;2.17E+11;1.99E+11;2.05E+11;2.23E+11;;2.20562E+11;2.10642E+11;2.07763E+11;2.20653E+11;1.94951E+11;;2.12E+11
2.09E+11;2.12E+11;2.02E+11;1.94E+11;2.16E+11;;2.04674E+11;2.14303E+11;2.06268E+11;2.13731E+11;2.02393E+11;;2.08E+11
2.10E+11;1.87E+11;1.96E+11;1.89E+11;2.03E+11;;2.06614E+11;2.00559E+11;1.92344E+11;2.1444E+11;2.03783E+11;;2.00E+11
1.93E+11;1.89E+11;2.05E+11;1.96E+11;1.98E+11;;2.04972E+11;1.97455E+11;2.00704E+11;1.98408E+11;1.93547E+11;;1.97E+11
1.89E+11;1.95E+11;1.88E+11;1.92E+11;1.96E+11;;1.8536E+11;1.94918E+11;1.92995E+11;1.95813E+11;1.93271E+11;;1.92E+11
1.92E+11;1.73E+11;1.93E+11;1.96E+11;1.90E+11;;1.8885E+11;1.87974E+11;1.93065E+11;1.91854E+11;1.84294E+11;;1.89E+11
1.91E+11;1.74E+11;1.78E+11;1.80E+11;1.89E+11;;1.86067E+11;1.833E+11;1.85988E+11;1.84582E+11;1.886E+11;;1.84E+11
1.86E+11;1.74E+11;1.82E+11;1.80E+11;1.88E+11;;1.7476E+11;1.84816E+11;1.80855E+11;1.74988E+11;1.74411E+11;;1.80E+11
1.80E+11;1.75E+11;1.80E+11;1.69E+11;1.79E+11;;1.76484E+11;1.82659E+11;1.73818E+11;1.85491E+11;1.74064E+11;;1.78E+11
1.78E+11;1.71E+11;1.79E+11;1.75E+11;1.79E+11;;1.74945E+11;1.62192E+11;1.69265E+11;1.7502E+11;1.72587E+11;;1.74E+11
1.67E+11;1.70E+11;1.73E+11;1.70E+11;1.73E+11;;1.67137E+11;1.76497E+11;1.66776E+11;1.69497E+11;1.74645E+11;;1.71E+11
1.63E+11;1.66E+11;1.69E+11;1.65E+11;1.62E+11;;1.70705E+11;1.6862E+11;1.68287E+11;1.68861E+11;1.66711E+11;;1.67E+11
1.62E+11;1.70E+11;1.56E+11;1.58E+11;1.62E+11;;1.62422E+11;1.63033E+11;1.60572E+11;1.59456E+11;1.63387E+11;;1.62E+11
1.53E+11;1.64E+11;1.60E+11;1.56E+11;1.61E+11;;1.60231E+11;1.6811E+11;1.55125E+11;1.55327E+11;1.61288E+11;;1.59E+11
1.52E+11;1.59E+11;1.54E+11;1.54E+11;1.60E+11;;1.58266E+11;1.64208E+11;1.55564E+11;1.49186E+11;1.65193E+11;;1.57E+11
1.54E+11;1.58E+11;1.56E+11;1.58E+11;1.52E+11;;1.47936E+11;1.57332E+11;1.48247E+11;1.47072E+11;1.47548E+11;;1.53E+11
1.53E+11;1.52E+11;1.52E+11;1.49E+11;1.47E+11;;1.45661E+11;1.52318E+11;1.43166E+11;1.43197E+11;1.58329E+11;;1.50E+11
1.50E+11;1.44E+11;1.48E+11;1.45E+11;1.45E+11;;1.48759E+11;1.48022E+11;1.47401E+11;1.45874E+11;1.34713E+11;;1.46E+11
1.42E+11;1.51E+11;1.44E+11;1.45E+11;1.47E+11;;1.44419E+11;1.42969E+11;1.51881E+11;1.36961E+11;1.46541E+11;;1.45E+11
1.32E+11;1.39E+11;1.41E+11;1.43E+11;1.43E+11;;1.26463E+11;1.4021E+11;1.39142E+11;1.41039E+11;1.4631E+11;;1.39E+11
1.41E+11;1.41E+11;1.44E+11;1.35E+11;1.35E+11;;1.27309E+11;1.337E+11;1.37686E+11;1.37186E+11;1.42689E+11;;1.37E+11
1.35E+11;1.38E+11;1.35E+11;1.35E+11;1.32E+11;;1.25522E+11;1.23771E+11;1.30788E+11;1.36437E+11;1.39484E+11;;1.33E+11
1.34E+11;1.33E+11;1.35E+11;1.27E+11;1.32E+11;;1.29485E+11;1.32121E+11;1.21609E+11;1.23846E+11;1.33383E+11;;1.30E+11
1.32E+11;1.29E+11;1.25E+11;1.26E+11;1.29E+11;;1.20758E+11;1.31056E+11;1.18015E+11;1.23908E+11;1.35121E+11;;1.27E+11
1.25E+11;1.28E+11;1.26E+11;1.22E+11;1.25E+11;;1.18674E+11;1.2105E+11;1.22614E+11;1.22321E+11;1.26228E+11;;1.24E+11
1.28E+11;1.31E+11;1.28E+11;1.25E+11;1.09E+11;;1.1953E+11;1.21203E+11;1.29579E+11;1.21825E+11;1.24925E+11;;1.24E+11
1.22E+11;1.24E+11;1.12E+11;1.16E+11;1.24E+11;;1.1132E+11;1.19957E+11;1.22115E+11;1.18505E+11;1.20878E+11;;1.19E+11
1.19E+11;1.24E+11;1.21E+11;1.19E+11;1.22E+11;;1.05054E+11;1.20648E+11;1.21422E+11;1.19443E+11;1.19519E+11;;1.19E+11
1.19E+11;1.15E+11;1.14E+11;1.13E+11;1.13E+11;;1.13965E+11;1.18779E+11;1.21896E+11;1.12136E+11;1.17224E+11;;1.16E+11
1.18E+11;1.07E+11;1.14E+11;1.11E+11;1.15E+11;;1.06807E+11;1.05906E+11;1.21247E+11;1.13047E+11;1.15015E+11;;1.13E+11
1.15E+11;1.05E+11;1.11E+11;1.09E+11;1.15E+11;;1.05952E+11;1.13834E+11;1.13701E+11;1.10348E+11;1.14605E+11;;1.11E+11
1.12E+11;1.09E+11;1.06E+11;1.04E+11;1.08E+11;;97978826752;1.05883E+11;1.15613E+11;1.08543E+11;1.05448E+11;;1.07E+11
1.11E+11;1.12E+11;1.04E+11;99761111040;1.12E+11;;1.04927E+11;1.05631E+11;1.116E+11;1.06439E+11;1.06758E+11;;1.07E+11
1.04E+11;1.00E+11;1.00E+11;1.02E+11;1.03E+11;;1.02782E+11;1.05138E+11;1.08226E+11;1.02568E+11;1.03406E+11;;1.03E+11
1.02E+11;1.06E+11;98283503616;99642073088;1.04E+11;;1.02278E+11;1.00857E+11;1.04335E+11;1.00957E+11;1.03358E+11;;1.02E+11
1.03E+11;1.00E+11;1.02E+11;98708029440;1.02E+11;;1.03158E+11;1.03211E+11;1.04066E+11;97472970752;1.02453E+11;;1.02E+11
96715112448;98600534016;1.02E+11;97802321920;97820778496;;1.00365E+11;1.01257E+11;1.00987E+11;91869216768;98520170496;;9.86E+10
98241339392;96829620224;97562001408;96292585472;1.01E+11;;99241123840;98822692864;97668907008;94530846720;96996524032;;9.77E+10
83677290496;95247097856;1.00E+11;92352692224;98371305472;;94630313984;95044993024;96692822016;92921094144;96369287168;;9.45E+10
93615038464;91056488448;91151859712;90775937024;96358219776;;91505573888;91324186624;95397453824;88329019392;91125727232;;9.21E+10
92385067008;91482243072;92644646912;91768528896;92425666560;;91005353984;89387802624;90355793920;87809908736;93644087296;;9.13E+10
91031969792;89674588160;88843927552;85712691200;89256026112;;86711492608;90197401600;91791065088;89427427328;89116434432;;8.92E+10
